"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"21",896481079,"e3b959d6-fcbe-4a28-a166-e4a807c340a0","http://arctos.database.museum/guid/MVZ:Bird:46150?seid=786319","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","5 mi E Carlotta","California","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",40.5376941,-123.9645622,9558,NA,NA,NA,NA,NA,"1925-08-07",7,8,1925,6176043,2497487,"PRESERVED_SPECIMEN","MVZ","Bird","MVZ:Bird:46150","","Museum of Vertebrate Zoology",1999-01-27,"CC0_1_0","","Collector(s): H. E. Wilder","","",2024-01-29 11:41:47.045,"","COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"22",896478883,"e3b959d6-fcbe-4a28-a166-e4a807c340a0","http://arctos.database.museum/guid/MVZ:Bird:44221?seid=508197","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","3 mi E Carlotta","California","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",40.5375827,-124.0024041,7553,NA,NA,NA,NA,NA,"1924-01-05",5,1,1924,6176043,2497487,"PRESERVED_SPECIMEN","MVZ","Bird","MVZ:Bird:44221","H. E. Wilder 1709","Museum of Vertebrate Zoology",1999-01-27,"CC0_1_0","","Collector(s): H. E. Wilder","","",2024-01-29 11:41:40.871,"","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"23",896464154,"e3b959d6-fcbe-4a28-a166-e4a807c340a0","http://arctos.database.museum/guid/MVZ:Bird:31270?seid=1129305","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","San Geronimo","California","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",38.013134,-122.6635866,1109,NA,NA,NA,NA,NA,"1919-10-20",20,10,1919,6176043,2497487,"PRESERVED_SPECIMEN","MVZ","Bird","MVZ:Bird:31270","1040","Museum of Vertebrate Zoology",1999-01-27,"CC0_1_0","","Collector(s): Richard M. Hunt, Henry Ward Carriger","","",2024-01-29 11:41:52.046,"","COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"24",896436281,"e3b959d6-fcbe-4a28-a166-e4a807c340a0","http://arctos.database.museum/guid/MVZ:Bird:17211?seid=462347","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","Eureka","California","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",40.7848683,-124.1498603,6663,NA,NA,NA,NA,NA,"1910-08-28",28,8,1910,6176043,2497487,"PRESERVED_SPECIMEN","MVZ","Bird","MVZ:Bird:17211","C. J. Clay 100","Museum of Vertebrate Zoology",1999-01-27,"CC0_1_0","","Collector(s): C. J. Clay","","",2024-01-29 11:41:44.418,"","COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"25",896377291,"e3b959d6-fcbe-4a28-a166-e4a807c340a0","http://arctos.database.museum/guid/MVZ:Bird:117602?seid=1330176","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","1 mi SE Inverness","California","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",38.0908338,-122.8447967,2607,NA,9,0,NA,NA,"1949-09-04",4,9,1949,6176043,2497487,"PRESERVED_SPECIMEN","MVZ","Bird","MVZ:Bird:117602","Seth B. Benson 11450","Museum of Vertebrate Zoology",1999-01-27,"CC0_1_0","","Collector(s): Seth B. Benson","","",2024-01-29 11:41:57.599,"","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"26",896375092,"e3b959d6-fcbe-4a28-a166-e4a807c340a0","http://arctos.database.museum/guid/MVZ:Bird:115623?seid=1158429","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","4.4 mi SSW Ettersburg","California","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",40.0795015,-124.0275667,2403,NA,NA,NA,NA,NA,"1947-11-17",17,11,1947,6176043,2497487,"PRESERVED_SPECIMEN","MVZ","Bird","MVZ:Bird:115623","10708","Museum of Vertebrate Zoology",1999-01-27,"CC0_1_0","","Collector(s): Ward C. Russell, Robert C. Stebbins","","",2024-01-29 11:42:01.781,"","COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"27",896359740,"e3b959d6-fcbe-4a28-a166-e4a807c340a0","http://arctos.database.museum/guid/MVZ:Bird:101802?seid=1628450","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","CA","Chilliwack","British Columbia","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",49.1747212,-121.9426646,4630,NA,NA,NA,NA,NA,"1909-01-26",26,1,1909,6176043,2497487,"PRESERVED_SPECIMEN","MVZ","Bird","MVZ:Bird:101802","Allan Cyril Brooks 1898","Museum of Vertebrate Zoology",1999-01-27,"CC0_1_0","","Collector(s): Allan Cyril Brooks","","",2024-01-29 11:42:01.352,"","COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"28",896359739,"e3b959d6-fcbe-4a28-a166-e4a807c340a0","http://arctos.database.museum/guid/MVZ:Bird:101803?seid=800562","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","3 mi NW Ornbaun Spring","California","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",38.9418049,-123.3466657,3685,NA,NA,NA,NA,NA,"1934-07-25",25,7,1934,6176043,2497487,"PRESERVED_SPECIMEN","MVZ","Bird","MVZ:Bird:101803","James M. Moffitt 1711","Museum of Vertebrate Zoology",1999-01-27,"CC0_1_0","","Collector(s): James M. Moffitt","","",2024-01-29 11:41:51.372,"","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"29",896359737,"e3b959d6-fcbe-4a28-a166-e4a807c340a0","http://arctos.database.museum/guid/MVZ:Bird:101801?seid=1145277","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","CA","Hope","British Columbia","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",49.3830262,-121.4398559,3341,NA,NA,NA,NA,NA,"1929-11-05",5,11,1929,6176043,2497487,"PRESERVED_SPECIMEN","MVZ","Bird","MVZ:Bird:101801","","Museum of Vertebrate Zoology",1999-01-27,"CC0_1_0","","","","",2024-01-29 11:41:56.41,"","COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"30",896338359,"c9076cd3-349f-4068-a5c7-bc34449c3916","http://arctos.database.museum/guid/MSB:Bird:9720?seid=1495729","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","Forks; 6 mi. S US Hwy 101","Washington","PRESENT",NA,"939ed180-aa7b-11db-8edf-b8a03c50a862",47.893117,-124.355773,2413,NA,NA,NA,NA,NA,"1992-11-07",7,11,1992,6176043,2497487,"PRESERVED_SPECIMEN","MSB","Bird","MSB:Bird:9720","","unknown",2006-03-01,"CC0_1_0","","Collector(s): unknown; Preparator(s): Carol D. Spaw","","",2024-01-29 11:02:42.594,"","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"31",891755556,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","http://www.inaturalist.org/observations/440490","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",40.959784,-123.896139,27877,NA,NA,NA,NA,NA,"2012-04-20T14:49:48",20,4,2012,6176043,2497487,"HUMAN_OBSERVATION","iNaturalist","Observations","440490","","John Oliver",2013-10-26 01:36:08,"CC_BY_NC_4_0","John Oliver","John Oliver","","",2024-02-16 18:31:33.145,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"32",891750035,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","http://www.inaturalist.org/observations/425105","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",40.847569,-123.972908,10000,NA,NA,NA,NA,NA,"2013-04-15T13:13:25",15,4,2013,6176043,2497487,"HUMAN_OBSERVATION","iNaturalist","Observations","425105","","John Oliver",2013-10-11 07:26:51,"CC_BY_NC_4_0","John Oliver","John Oliver","","",2024-02-16 18:31:33.143,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"33",891749896,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","http://www.inaturalist.org/observations/425005","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",38.067965,-122.855892,10000,NA,NA,NA,NA,NA,"2013-10-10",10,10,2013,6176043,2497487,"HUMAN_OBSERVATION","iNaturalist","Observations","425005","","Todd Plummer",2013-10-11 05:23:14,"CC_BY_NC_4_0","Todd Plummer","Todd Plummer","","",2024-02-16 19:00:02.021,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"34",863350909,"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","MCZ:Orn:318707","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","","Oregon","PRESENT",1,"b4640710-8e03-11d8-b956-b8a03c50a862",45.569069,-122.375762,46401,1e-05,NA,NA,NA,NA,"1910-10-10",10,10,1910,6176043,2497487,"PRESERVED_SPECIMEN","MCZ","Orn","318707","","[no agent data]",NA,"CC_BY_NC_4_0","President and Fellows of Harvard College","F. J. Baker","","",2024-02-16 21:22:54.674,"","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"35",863350885,"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","MCZ:Orn:25528","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","","Oregon","PRESENT",1,"b4640710-8e03-11d8-b956-b8a03c50a862",44.193855,-120.431349,400013.61,1e-05,NA,NA,NA,NA,"",NA,NA,NA,6176043,2497487,"PRESERVED_SPECIMEN","MCZ","Orn","25528","","[no agent data]",NA,"CC_BY_NC_4_0","President and Fellows of Harvard College","[no agent data]","","",2024-02-16 21:24:02.935,"","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"36",686283195,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f00b3e30-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","Point Reyes National Seashore, Bear Valley Road","California","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.051377,-122.803369,1751,NA,NA,NA,NA,NA,"1988-12-01",1,12,1988,6176043,2497487,"PRESERVED_SPECIMEN","KU","KUO","84755","","",NA,"CC_BY_4_0","","","","",2024-02-05 18:11:51.566,"","RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH"
"37",686219186,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f116f15b-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","T21S R2W Sec 20","Oregon","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",43.728549,-122.959824,1145.02,NA,NA,NA,NA,NA,"1997-10-02",2,10,1997,6176043,2497487,"PRESERVED_SPECIMEN","KU","KUO","89950","","",NA,"CC_BY_4_0","","Robbins, M.","","",2024-02-05 18:11:51.983,"","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH"
"38",668327854,"36f15a36-6b45-442e-9c31-cd633423aee0","1713baf7-0ba7-4888-a1d7-af67fe3ebb43","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","Prospect, 6 mi SW","Oregon","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",42.689498,-122.572323,NA,NA,NA,NA,NA,NA,"1930",NA,NA,1930,6176043,2497487,"PRESERVED_SPECIMEN","FMNH","Birds","160898","","",NA,"CC0_1_0","The Field Museum of Natural History","","","",2024-01-25 06:30:03.882,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH"
"39",668326539,"36f15a36-6b45-442e-9c31-cd633423aee0","cafacb89-149f-4ee7-8f25-5c8c7fff31d6","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","Ashford","Washington","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",46.758441,-122.030941,NA,NA,NA,NA,NA,NA,"1916",NA,NA,1916,6176043,2497487,"PRESERVED_SPECIMEN","FMNH","Birds","159583","","",NA,"CC0_1_0","The Field Museum of Natural History","","","",2024-01-25 06:30:01.571,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH"
"40",668267262,"36f15a36-6b45-442e-9c31-cd633423aee0","fd51c00f-4d51-4bf4-b9e1-b1cf1528fc94","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","CA","Eagle Harbor","British Columbia","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",49.356216,-123.271322,NA,NA,NA,NA,NA,NA,"1925",NA,NA,1925,6176043,2497487,"PRESERVED_SPECIMEN","FMNH","Birds","100306","","",NA,"CC0_1_0","The Field Museum of Natural History","","","",2024-01-25 06:30:02.524,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH"
"41",668221143,"36f15a36-6b45-442e-9c31-cd633423aee0","fedbd02f-ffc0-480e-979b-7019c4b0c6de","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","Rio Dell","California","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",40.498812,-124.108756,NA,NA,NA,NA,NA,NA,"1916",NA,NA,1916,6176043,2497487,"PRESERVED_SPECIMEN","FMNH","Birds","54187","","",NA,"CC0_1_0","The Field Museum of Natural History","","","",2024-01-25 06:30:02.58,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH"
"42",583690624,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:86126","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","Inverness; near 4 Sunshine Court","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",38.073963,-122.843035,100,NA,NA,NA,NA,NA,"1991-05-26",26,5,1991,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","86126","","",NA,"CC0_1_0","","N. Smith","","",2024-02-19 22:58:13.864,"",""
"43",583689754,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:85421","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","Tomales Bay State Park; Indian Beach","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",38.137054,-122.896628,409,NA,NA,NA,NA,NA,"1992-05-01",1,5,1992,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","85421","","",NA,"CC0_1_0","","Mako Shoemaker","","",2024-02-19 22:58:11.54,"","COORDINATE_ROUNDED"
"44",583667581,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:70756","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","Olema; S of; Highway 1","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",37.989128,-122.747497,7242,NA,NA,NA,NA,NA,"1980-09-14",14,9,1980,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","70756","","",NA,"CC0_1_0","","D. Shuford","","",2024-02-19 22:58:09.231,"","COORDINATE_ROUNDED"
"45",583657960,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:66849","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","Ornbaun Spr.; 3 mi NW","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",38.941487,-123.34631,2254,NA,NA,NA,NA,NA,"1933-06-11",11,6,1933,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","66849","","",NA,"CC0_1_0","","J. Moffitt","","",2024-02-19 22:58:13.436,"","COORDINATE_ROUNDED"
"46",583657958,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:66848","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","Ornbaun Spr.; 5 mi N","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",38.983218,-123.30695,6594,NA,NA,NA,NA,NA,"1934-08-22",22,8,1934,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","66848","","",NA,"CC0_1_0","","J. Moffitt","","",2024-02-19 22:58:13.436,"","COORDINATE_ROUNDED"
"47",583648808,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:63173","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","US 96 between Hooper and Weitohpec","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",41.119294,-123.691307,7897,NA,NA,NA,NA,NA,"1962-11-30",30,11,1962,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","63173","","",NA,"CC0_1_0","","R. R. Talmage","","",2024-02-19 22:58:30.846,"","COORDINATE_ROUNDED"
"48",583636985,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:58369","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","Manor","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",37.993288,-122.596376,1099,NA,NA,NA,NA,NA,"1943-07-15",15,7,1943,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","58369","","",NA,"CC0_1_0","","E. C. Kinsey","","",2024-02-19 22:58:32.348,"","COORDINATE_ROUNDED"
"49",583553028,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:26832","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","Ornbaun","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",38.910734,-123.30695,68,NA,NA,NA,NA,NA,"1924-07-06",6,7,1924,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","26832","","",NA,"CC0_1_0","","T. P. Mailliard","","",2024-02-19 22:58:11.348,"","COORDINATE_ROUNDED"
"50",4519273878,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/198529875","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.172362,-123.710537,27847,NA,NA,NA,NA,NA,"2024-02-05T16:29:38",5,2,2024,6176043,2497487,"HUMAN_OBSERVATION","iNaturalist","Observations","198529875","","hodge25",2024-02-06 00:36:50,"CC_BY_NC_4_0","hodge25","hodge25","","",2024-02-16 18:59:36.391,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"51",4516272029,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/197506745","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.840877,-122.434837,28329,NA,NA,NA,NA,NA,"2021-05-04T17:35",4,5,2021,6176043,2497487,"HUMAN_OBSERVATION","iNaturalist","Observations","197506745","","diomedea_exulans_li",2024-01-25 02:41:40,"CC_BY_NC_4_0","diomedea_exulans_li","diomedea_exulans_li","","",2024-02-16 19:20:38.489,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"52",4511697307,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:100451","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","500 Ralston Avenue, Mill Valley, CA 94941","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",37.920762,-122.551009,NA,NA,NA,NA,NA,NA,"2021-05-21",21,5,2021,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","100451","","",NA,"CC0_1_0","","California Department of Fish and Wildlife","","",2024-02-19 22:58:29.839,"",""
"53",4509628308,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:100447","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","Dawn Falls Trail, Baltimore Canyon Reserve, Larkspur, CA 94939","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",37.930995,-122.550826,NA,NA,NA,NA,NA,NA,"2020-12-31",31,12,2020,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","100447","","",NA,"CC0_1_0","","California Department of Fish and Wildlife","","",2024-02-19 22:58:29.841,"",""
"54",4509628307,"4f29b6ab-20c0-4479-8795-4915bedcebd1","urn:catalog:CAS:ORN:100448","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","caurina","SUBSPECIES","Strix occidentalis caurina (Merriam, 1898)","Strix occidentalis caurina (Merriam, 1898)","(Merriam, 1898)","US","520 Pierce Point Road, Inverness, CA 94937","California","PRESENT",NA,"66522820-055c-11d8-b84e-b8a03c50a862",38.166854,-122.93738,NA,NA,NA,NA,NA,NA,"2021-08-03/2021-08-10",NA,8,2021,6176043,2497487,"PRESERVED_SPECIMEN","CAS","ORN","100448","","",NA,"CC0_1_0","","California Department of Fish and Wildlife","","",2024-02-19 22:58:29.841,"",""
